Timestamp,Acceleration_X,Acceleration_Y,Acceleration_Z,Rate_X,Rate_Y,Rate_Z,Mag_X,Mag_Y,Mag_Z,Latitude,Longitude,Altitude,Speed,Date,Time
7510,260,96,16156,23,47,160,-5237,1312,-1762,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
7637,232,12,16292,32,61,159,-5227,1315,-1748,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
7764,180,-20,16316,33,54,167,-5215,1310,-1748,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
7891,208,-424,17684,30,2,291,-5210,1315,-1748,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
8023,4,216,16332,258,101,158,-5237,1315,-1743,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
8156,-464,-696,16192,90,1045,48,-5240,1322,-1746,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
8283,228,120,16456,-57,225,183,-5237,1327,-1741,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
8409,772,864,16236,262,-277,206,-5288,1362,-1727,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
8536,-336,-924,17232,-737,-203,306,-5311,1377,-1752,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
8663,84,-36,16652,383,269,-206,-5303,1360,-1752,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
8794,944,-200,15636,-3,-194,229,-5286,1350,-1752,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
8926,264,224,16248,-78,18,136,-5321,1347,-1765,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
9054,-20,224,16032,-292,-196,57,-5313,1360,-1762,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
9181,584,-28,17040,-2800,698,-2524,-5281,1200,-1805,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
9307,412,564,16456,1746,-392,-261,-5222,1107,-1776,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
9434,64,132,17084,1017,-428,2029,-5411,1202,-1813,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
9570,1508,-728,16444,-735,641,-194,-5406,1205,-1832,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
9697,136,-384,16852,-591,405,67,-5387,1195,-1827,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
9824,224,144,16440,-300,11,7,-5355,1170,-1808,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
9951,-2384,1788,20940,-771,3486,651,-5375,1175,-1827,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
10079,112,-16,16584,650,-148,63,-5328,1147,-1816,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
10212,-100,-28,16700,378,8,-453,-5323,1142,-1821,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
10342,-2344,-1632,19536,-541,114,541,-5355,1142,-1842,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
10469,212,-76,16420,118,69,182,-5342,1142,-1840,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
10596,564,1120,15108,-333,681,526,-5331,1152,-1842,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
10723,-968,-352,16604,1340,-1507,127,-5260,1140,-1805,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
10855,320,-44,15672,-509,-25,225,-5260,1115,-1835,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
10982,2544,1064,15444,-77,644,-1460,-5311,992,-1858,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
11114,516,-120,16800,-648,242,560,-5316,1007,-1865,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
11241,-1976,2164,16760,-1791,-822,11920,-5260,1152,-1851,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
11367,4684,-2620,14396,4764,755,-1325,-5217,1040,-1942,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
11500,1060,-492,17572,491,2420,-1360,-5120,992,-1955,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
11627,1268,152,16676,225,-128,390,-5296,1090,-1853,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
11758,3680,-1256,16136,1645,162,-206,-5186,1042,-1808,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
11885,272,0,16312,112,139,176,-5178,1045,-1797,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
12013,324,-56,16220,34,39,171,-5166,1037,-1808,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
12146,1096,1172,16812,1124,1177,-168,-5173,1032,-1816,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
12273,-2096,688,23860,2261,16323,-1366,-4465,-10,-2356,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
12399,-5348,880,17428,-324,-15305,-2027,-2002,-1095,-1748,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
12530,-1732,-2888,15260,-4048,-2525,-3978,-1386,-807,-1370,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
12657,2536,-1704,15056,1010,-13673,-5978,-1171,-627,-1227,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
12789,3508,-1184,12976,286,1647,-11187,-1143,-387,-1136,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
12916,2668,-964,11436,-2868,21853,-9617,-1077,-690,-1131,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
13044,-5980,248,16920,1142,-5713,-18306,-1018,-937,-1056,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
13171,-1388,1828,18544,302,7758,-10462,-947,-1000,-1027,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
13301,-3284,4216,21792,2306,6950,-8727,-938,-1207,-927,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
13433,-3916,4144,12800,1832,1144,-9913,-886,-1285,-917,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
13560,-4504,2988,15604,-7690,-2884,-8167,-658,-1287,-936,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
13687,-4652,464,17644,43,-1430,-6093,-470,-1245,-917,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
13814,-3180,664,17212,1862,-2163,-1027,-467,-1220,-917,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
13946,-2184,188,16392,4644,-4261,586,-492,-1147,-948,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
14078,-668,3124,15640,3951,-2161,3359,-627,-1142,-992,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
14205,-624,2700,16104,-372,-2789,3067,-707,-1112,-1058,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
14331,-1828,1248,16520,-1627,-227,348,-707,-1105,-1091,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
14458,-1452,56,16256,-752,-250,-1133,-661,-1075,-1123,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
14590,-352,412,16280,2100,-394,247,-620,-1100,-1142,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
14717,856,1460,15308,842,-240,-1864,-656,-1080,-1155,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
14848,1572,984,15216,637,-642,-52,-638,-1027,-1198,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
14975,932,1436,15824,2712,2490,4115,-705,-1067,-1213,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
15103,-904,3188,16680,3120,1638,6426,-815,-1087,-1257,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
15236,-2200,4908,18260,-982,562,4425,-908,-1100,-1262,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
15362,100,7388,15796,3701,-733,7423,-1011,-1050,-1253,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
15489,836,6588,15156,1054,-4772,3824,-1122,-907,-1260,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
15620,-36,6832,15008,5883,854,-283,-1232,-822,-1216,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
15747,-304,7264,14064,2177,-710,3951,-1370,-790,-1157,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
15879,2500,6432,13072,-567,340,6841,-1442,-697,-1136,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
16007,3672,3228,15108,-2893,-849,5786,-1438,-645,-1136,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
16134,3508,3368,15700,-919,1363,905,-1416,-637,-1145,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
16262,2168,4132,14804,-1769,577,3440,-1391,-657,-1145,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
16392,4904,5072,14564,-1831,981,4885,-1406,-642,-1123,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
16524,4456,732,15608,-8717,-4726,334,-1276,-562,-1168,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
16651,5884,-3228,15240,-4736,1001,-122,-1058,-462,-1201,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
16778,4524,-3236,18496,2699,2418,-2878,-1072,-592,-1208,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
16905,3900,940,14404,3120,1557,-5454,-1128,-635,-1220,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
17033,2888,3160,14656,-1102,-1428,-4267,-1100,-652,-1241,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
17170,2516,2244,15588,1922,301,-1941,-1095,-652,-1253,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
17296,3884,3732,15560,1215,847,-879,-1158,-690,-1238,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
17423,3604,2936,16640,-1606,-2759,107,-1115,-652,-1238,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
17550,4432,2504,15808,329,-15,1595,-1110,-610,-1241,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
17677,4452,2968,15088,1121,858,786,-1151,-622,-1246,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
17809,3776,2772,15756,1388,3688,358,-1151,-640,-1238,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
17940,2640,3544,15880,2056,3325,1502,-1247,-767,-1222,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
18068,1560,3272,16224,1075,1137,272,-1311,-855,-1203,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
18196,2044,3460,16124,-1368,-453,-555,-1273,-842,-1227,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
18322,1244,2864,16392,-667,-449,-232,-1258,-867,-1213,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
18455,1768,3672,15140,-417,248,556,-1255,-837,-1208,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
18582,1360,3440,15960,-1034,572,61,-1232,-850,-1227,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
18713,1100,2348,15996,390,266,1774,-1220,-815,-1230,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
18840,1884,1908,15052,1275,-504,920,-1276,-807,-1232,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
18967,1292,3368,15844,-108,607,-142,-1322,-850,-1211,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
19101,2112,3260,16780,32,400,1474,-1337,-830,-1198,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
19229,364,2664,16504,1198,1122,-1386,-1330,-855,-1195,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
19355,1984,4028,14144,1007,-1307,-26,-1337,-850,-1195,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
19486,368,3844,15716,2488,2553,-690,-1355,-890,-1180,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
19613,-692,4236,16160,-2682,-1195,4534,-1411,-900,-1145,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
19745,1012,3972,16508,-194,246,87,-1423,-842,-1133,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
19872,1836,3036,16296,-2927,-3077,2011,-1377,-772,-1161,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
20000,3320,2952,15764,-1281,-3236,2663,-1340,-695,-1182,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
20127,4612,3668,14960,-3107,-5164,2607,-1271,-550,-1176,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
20258,4728,2496,14196,-1392,-3892,4159,-1192,-417,-1168,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
20390,5828,-656,13800,-2211,-5993,7596,-1138,-222,-1161,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
20517,6144,-3836,14688,-4089,-6494,4609,-1085,-67,-1128,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
20644,9336,-4520,13408,-3124,-5984,3231,-962,127,-1082,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
20771,10208,-4372,9144,-12776,-10620,3959,-763,372,-990,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
20898,12400,-8536,8636,-8822,-5242,6327,-378,675,-762,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
21035,13620,-10044,6540,1720,3953,470,-245,750,-652,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
21162,11280,-8796,7328,1533,1879,-119,-301,682,-772,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
21288,11716,-9276,7176,1272,413,3598,-315,725,-732,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
21415,11136,-10676,10220,1071,3913,21,-315,620,-823,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
21542,7840,-7448,7156,10298,-6275,-10599,-447,575,-882,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
21679,12032,-7316,7548,5436,-1816,-3251,-595,752,-737,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
21806,11328,-7608,8832,2813,3472,-1603,-651,690,-791,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
21933,11408,-6420,10744,4645,7986,-2887,-822,537,-911,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
22061,9380,-3588,13716,2251,7378,-1449,-947,352,-1035,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
22188,7336,-5792,12308,8137,9219,-4098,-1183,25,-1190,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
22321,5500,-1888,13692,2697,2168,-180,-1330,-147,-1213,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
22451,5492,-964,15164,656,-1634,1722,-1367,-132,-1185,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
22578,2656,-1440,10996,-4260,16115,-4417,-1357,-207,-1198,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
22705,4540,-3360,17276,1436,1008,-2137,-1335,-490,-1283,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
22837,6232,1912,15408,70,-6203,1119,-1350,-415,-1276,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
22964,3816,-1508,16992,18,-1533,-438,-1350,-300,-1260,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
23092,4096,-1512,15904,-2518,2934,-2050,-1325,-335,-1297,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
23224,3468,-1940,16784,-237,-603,-595,-1288,-412,-1316,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
23350,6028,-1844,14500,264,-779,380,-1273,-312,-1305,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
23483,4460,-1680,14344,-465,3059,242,-1276,-350,-1300,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
23610,3376,-2632,16528,-227,2181,809,-1247,-457,-1337,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
23737,3260,-2592,18228,1816,-1270,-403,-1263,-482,-1345,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
23864,3944,-420,13564,2053,-482,74,-1322,-392,-1302,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
23996,4272,108,17256,1393,-1911,805,-1370,-352,-1272,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
24129,4744,-1444,15392,2301,-2086,208,-1396,-290,-1235,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
24257,6188,-112,15344,1452,-403,278,-1462,-257,-1211,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
24383,5660,16,14156,548,-2065,67,-1482,-217,-1201,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
24510,6024,-76,14544,98,-3601,-534,-1482,-160,-1187,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
24637,6208,328,14984,-332,-563,718,-1477,-135,-1171,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
24773,7048,580,13800,-515,-738,501,-1470,-122,-1192,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
24900,7316,856,14760,409,-1266,267,-1467,-100,-1176,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
25028,7672,532,14544,10,1391,686,-1467,-80,-1161,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
25155,6688,216,14812,277,492,-2,-1462,-87,-1182,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
25281,6916,-8,14756,-569,1593,-115,-1475,-157,-1208,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
25414,5992,-80,15656,-219,-96,406,-1472,-192,-1230,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
25545,6796,-216,15380,-394,-671,425,-1455,-182,-1225,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
25672,4376,-340,18592,1803,-1530,-608,-1450,-150,-1211,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
25799,7608,-248,14500,-162,-338,860,-1460,-52,-1166,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
25926,8032,-432,15124,-228,1145,11,-1447,-47,-1185,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
26059,7372,840,15608,-247,844,541,-1436,-92,-1182,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
26186,6724,-460,15176,-53,-276,605,-1442,-110,-1203,-1.000000,-1.000000,-1.00,-1.00,0/0/2000,1:0:0.0
